Co59,Co59
E_eV,Sig_b
42.5,9.345004
44.375,9.588805
46.25,9.857953
48.125,10.15463
50.0,10.481181
51.5625,10.778211
53.125,11.099952
54.6875,11.448315
56.25,11.825555
57.8125,12.234177
59.375,12.676989
60.9375,13.157111
62.5,13.678044
64.0625,14.24374
65.625,14.85859
67.1875,15.527582
68.75,16.256343
70.3125,17.05125
71.875,17.919536
73.4375,18.869458
75.0,19.91043
76.5625,21.05328
78.125,22.310449
79.6875,23.696311
81.25,25.227554
82.8125,26.923591
84.375,28.803228
85.15625,29.819545
85.9375,30.896487
86.71875,32.034756
87.5,33.238804
88.57422,35.011419
89.64844,36.930972
90.72266,39.01439
91.79688,41.280649
92.8711,43.748235
93.94532,46.443454
95.01954,49.39235
96.09375,52.625242
97.07032,55.84381
98.04688,59.359642
99.02344,63.207734
100.0,67.435009
100.9673,72.04172
101.9345,77.116844
102.9017,82.728295
103.8689,88.95164
104.3525,92.3175
104.8361,95.87555
105.3197,99.61435
105.8033,103.55568
106.2869,107.75388
106.7705,112.20627
107.2541,116.92904
107.7377,121.94386
108.3636,128.90743
108.9894,136.45737
109.6153,144.6626
110.2411,153.59598
110.867,163.34744
111.4928,174.01368
112.1186,185.71184
112.7444,198.57582
113.3703,212.76433
113.9961,228.4558
114.622,245.87009
114.9349,255.29881
115.2478,265.25629
115.5608,275.78562
115.8737,286.92285
116.1866,298.71841
116.4995,311.2241
116.8125,324.50083
117.1254,338.60256
117.4383,353.60219
117.7512,369.57557
118.2064,394.72651
118.6615,422.40481
119.1167,452.96419
119.5718,486.77253
120.027,524.22792
120.2546,544.50883
120.4821,565.95719
120.7097,588.67644
120.9373,612.73669
121.1649,638.23201
121.3924,665.2599
121.7054,705.19492
122.0183,748.62738
122.3312,795.97623
122.6441,847.70647
122.9571,904.37
123.27,966.543
123.5829,1034.94841
123.8958,1110.4015
124.2088,1193.8742
124.5217,1286.4104
124.6782,1336.4936
124.8346,1389.3102
124.9911,1445.1209
125.1475,1504.0606
125.304,1566.4322
125.4604,1632.3968
125.6169,1702.304
125.7733,1776.3474
125.9298,1854.9281
126.0862,1938.2784
126.2427,2026.8626
126.3991,2120.9534
126.5556,2221.0864
126.7121,2327.6521
126.8686,2441.1281
127.025,2561.951
127.1815,2690.8218
127.3379,2828.1573
127.4944,2974.7492
127.6508,3131.0532
127.8073,3297.9431
127.9638,3476.0124
128.1203,3665.9652
128.2767,3868.3666
128.4332,4084.1511
128.5896,4313.6672
128.7461,4557.7595
128.9025,4816.564
129.0513,5076.8827
129.2,5350.8862
129.3488,5638.8742
129.4975,5940.096
129.795,6579.4719
130.0925,7256.6974
130.39,7951.0447
130.6875,8632.6769
130.8363,8956.6443
130.985,9261.4904
131.1338,9541.5594
131.2825,9790.4205
131.4619,10041.2118
131.6413,10229.5113
131.8207,10348.2662
132.0,10392.9729
132.1458,10373.6453
132.2915,10305.0997
132.4373,10189.2488
132.583,10029.4379
132.7288,9829.6211
132.8745,9594.9819
133.0203,9330.5907
133.166,9042.4244
133.4575,8416.1932
133.749,7757.3
134.0405,7098.3699
134.3319,6463.1217
134.5264,6060.233
134.7209,5677.7493
134.9154,5317.2301
135.1098,4979.4784
135.3043,4664.1066
135.4988,4370.7488
135.6933,4098.505
135.8877,3846.393
136.1104,3580.5786
136.333,3337.6383
136.5556,3115.6071
136.7782,2912.6877
137.0009,2727.0134
137.2235,2557.0188
137.4461,2401.0816
137.6687,2257.892
137.8437,2153.5106
138.0186,2055.8194
138.1935,1964.2618
138.3684,1878.3799
138.5433,1797.752
138.7182,1721.9891
138.8931,1650.7328
139.068,1583.6562
139.2429,1520.4566
139.4178,1460.8593
139.5927,1404.6076
139.7676,1351.4694
139.9425,1301.22812
140.1174,1253.68765
140.2923,1208.66317
140.4672,1165.99002
140.8171,1087.06172
141.1669,1015.84793
141.5167,951.38294
141.8665,892.86121
142.2164,839.57572
142.5662,790.95918
142.916,746.47878
143.2658,705.68566
143.6793,661.68835
144.0927,621.75138
144.5061,585.38718
144.9195,552.19159
145.3329,521.84522
145.7463,494.04655
146.1597,468.43193
146.5731,444.77456
146.923,426.16164
147.2728,408.73638
147.6226,392.39576
147.9724,377.05173
148.3223,362.62084
148.6721,349.03977
149.0219,336.23941
149.3717,324.16082
149.7216,312.7476
150.0714,301.95762
150.4212,291.74338
150.771,282.06442
151.4706,264.16795
152.1702,248.00849
152.8699,233.36527
153.5695,220.05681
154.2692,207.92129
154.9688,196.82692
155.6685,186.654
156.3681,177.30501
157.0678,168.69008
157.7674,160.73577
158.3081,154.997484
158.8487,149.586897
159.3893,144.478568
159.9299,139.65517
160.4706,135.114282
161.0112,130.801026
161.5518,126.691722
162.0924,122.793905
163.1737,115.565378
164.2549,109.018424
165.3362,103.067567
166.4174,97.642431
167.1171,94.384143
167.8167,91.303972
168.5164,88.387973
169.216,85.629485
169.9157,83.013538
170.6153,80.529379
171.3149,78.171334
172.0145,75.929683
173.4138,71.76126
174.8131,67.974058
176.2124,64.521012
177.6116,61.362085
179.0109,58.465721
180.4102,55.80131
181.8095,53.344637
183.2088,51.074738
184.6081,48.971373
186.0074,47.019216
187.4067,45.203329
188.8059,43.510678
190.2052,41.940657
191.6045,40.461549
193.0038,39.082299
194.403,37.777732
195.8023,36.552395
197.2015,35.407438
198.6008,34.321688
200.0,33.295378
201.6114,32.19311
203.2227,31.152692
204.8341,30.168715
206.4454,29.251228
208.0568,28.385163
209.6681,27.561478
211.2794,26.7881791
212.8907,26.0580022
214.5021,25.3606944
216.1134,24.7015876
219.336,23.4826068
220.9474,22.9153891
222.5587,22.378695
225.7813,21.372054
229.004,20.4574686
232.2266,19.6178723
235.4493,18.8466874
238.6719,18.1381904
241.8946,17.4815009
245.1172,16.874745
248.3399,16.31139
251.5625,15.7860198
254.4922,15.3403112
257.4219,14.9212083
260.3516,14.5259037
263.2813,14.1584186
266.211,13.8027868
269.1407,13.4713497
275.0,12.8541521
278.2227,12.5446725
281.4454,12.2496222
284.6681,11.9677162
287.8907,11.7037769
294.336,11.2109018
297.5587,10.9829947
300.7813,10.766226
304.004,10.5574082
307.2266,10.358642
313.6719,9.9875398
320.1172,9.6467159
326.5625,9.3314447
332.4219,9.0670252
338.2813,8.8200118
344.1407,8.5883236
350.0,8.3709701
354.6875,8.206936
359.375,8.0508385
368.75,7.7596295
378.125,7.4933448
387.5,7.2489721
396.875,7.0238279
406.25,6.8156513
415.625,6.62251662
425.0,6.44277964
434.375,6.27502666
443.75,6.11803448
453.125,5.97073986
462.5,5.83221838
471.875,5.70165841
481.25,5.57834139
490.625,5.46163912
500.0,5.35103958
515.625,5.17879496
531.25,5.01996353
546.875,4.87293836
562.5,4.73632475
578.125,4.60894068
593.75,4.48977825
609.375,4.37797347
625.0,4.27277932
640.625,4.17355001
656.25,4.07972242
671.875,3.99080158
687.5,3.90639211
718.75,3.74946004
750.0,3.60631263
781.25,3.47493677
812.5,3.35367616
843.75,3.24118148
875.0,3.13633937
906.25,3.03822402
937.5,2.94606213
968.75,2.85919613
1000.0,2.77708483
1040.664,2.67709405
1081.328,2.58315625
1121.992,2.49459115
1162.655,2.41086843
1203.319,2.33152305
1243.982,2.25616332
1284.646,2.18489815
1304.978,2.1504658
1325.309,2.11684538
1336.981,2.09802889
1342.817,2.08875156
1348.653,2.07959234
1354.489,2.07058632
1357.407,2.06615732
1360.325,2.06182
1363.243,2.057602
1366.161,2.05357214
1367.62,2.05164938
1369.079,2.04983592
1370.538,2.04817419
1371.996,2.04672767
1373.502,2.04556876
1375.008,2.04494229
1375.809,2.04495431
1376.609,2.04533772
1377.409,2.04624972
1378.209,2.04794128
1378.609,2.04920459
1379.009,2.0508529
1379.409,2.05300468
1379.809,2.05583761
1380.209,2.05962245
1380.609,2.06480776
1380.809,2.06815879
1381.009,2.07221833
1381.209,2.07722339
1381.409,2.08352335
1381.545,2.08880048
1381.68,2.09507841
1381.816,2.10273526
1381.951,2.1120178
1382.087,2.1235254
1382.222,2.1376606
1382.357,2.1551991
1382.492,2.1769923
1382.628,2.2042714
1382.763,2.2378168
1382.831,2.2575708
1382.898,2.2791408
1382.966,2.3033599
1383.033,2.3297068
1383.101,2.3591679
1383.169,2.3915708
1383.237,2.42712
1383.304,2.465416
1383.372,2.5077932
1383.439,2.5531787
1383.507,2.6030922
1383.574,2.6562081
1383.633,2.7063103
1383.692,2.7595982
1383.751,2.816114
1383.81,2.8758824
1383.869,2.9389007
1383.928,3.0051427
1383.987,3.074556
1384.045,3.145799
1384.104,3.221216
1384.163,3.299454
1384.28,3.462199
1384.398,3.634939
1384.515,3.812344
1384.774,4.211538
1384.904,4.405699
1385.033,4.587129
1385.163,4.753077
1385.228,4.827998
1385.292,4.895687
1385.404,4.997937
1385.515,5.07671
1385.611,5.125101
1385.707,5.154149
1385.8,5.163284
1385.816,5.162952
1385.867,5.15816
1385.918,5.147713
1386.019,5.110598
1386.119,5.053071
1386.219,4.976115
1386.332,4.86784
1386.388,4.806632
1386.463,4.717693
1386.538,4.621694
1386.641,4.48026
1386.744,4.330248
1386.95,4.015555
1387.175,3.669876
1387.288,3.502607
1387.4,3.344102
1387.513,3.19331
1387.569,3.122402
1387.625,3.054195
1387.682,2.9876384
1387.738,2.9251367
1387.794,2.8655369
1387.85,2.8088618
1387.916,2.7458156
1387.982,2.6867949
1388.048,2.6317292
1388.113,2.581273
1388.179,2.5337556
1388.244,2.4904811
1388.31,2.4499654
1388.375,2.4132738
1388.441,2.3791031
1388.506,2.3483125
1388.572,2.3197733
1388.637,2.2941695
1388.703,2.2705332
1388.768,2.2494066
1388.899,2.2126419
1389.031,2.1823908
1389.162,2.1579537
1389.293,2.1380703
1389.424,2.1218781
1389.555,2.1086523
1389.686,2.0977942
1389.817,2.08881778
1389.948,2.08133312
1390.108,2.07377043
1390.267,2.06757754
1390.585,2.05797494
1390.904,2.05081302
1391.222,2.0452399
1391.541,2.04071253
1391.859,2.03695929
1392.496,2.03100641
1393.133,2.02644921
1393.77,2.02279589
1394.407,2.0197663
1395.044,2.01718027
1395.719,2.0147929
1396.393,2.01267433
1397.742,2.00898225
1399.091,2.00578315
1400.44,2.00291251
1402.014,1.9998282
1403.588,1.99691908
1405.162,1.99414485
1406.736,1.99146739
1409.884,1.98631519
1413.031,1.98134437
1416.179,1.9764575
1419.327,1.97165191
1425.622,1.96221281
1438.213,1.94372219
1450.803,1.92563681
1475.985,1.89036514
1501.166,1.85566961
1563.521,1.77495554
1625.875,1.69812597
1688.229,1.62633863
1750.583,1.55975139
1812.938,1.49736388
1875.292,1.43913692
1937.646,1.38506403
2000.0,1.33521992
2069.237,1.28573784
2162.275,1.22870436
2185.535,1.21606924
2208.794,1.20433598
2220.424,1.19885588
2226.239,1.19615779
2232.053,1.19358782
2237.868,1.19111638
2243.683,1.18881351
2249.498,1.18676827
2252.405,1.18591527
2255.312,1.18522131
2257.138,1.1849263
2258.964,1.18480532
2260.79,1.18492978
2262.615,1.18542143
2264.441,1.1864987
2265.354,1.18739748
2266.266,1.18865844
2267.179,1.19043263
2268.092,1.19296026
2269.005,1.19666496
2269.461,1.19918393
2269.917,1.20235076
2270.425,1.20696749
2270.932,1.21334911
2271.186,1.21758342
2271.439,1.22283375
2271.693,1.22956938
2271.946,1.23837724
2272.2,1.25028234
2272.453,1.2665863
2272.58,1.2770375
2272.707,1.2894123
2272.834,1.3040792
2272.96,1.3213172
2273.087,1.3418829
2273.214,1.3661992
2273.341,1.394876
2273.467,1.4282919
2273.594,1.4676915
2273.721,1.5135892
2273.848,1.5667701
2273.974,1.6275113
2274.072,1.6807364
2274.169,1.7389391
2274.266,1.8029388
2274.363,1.8730075
2274.461,1.9501917
2274.558,2.0330919
2274.655,2.1225679
2274.752,2.218653
2274.85,2.322384
2274.947,2.431491
2275.044,2.546744
2275.141,2.667775
2275.239,2.79543
2275.336,2.926491
2275.53,3.199639
2275.885,3.715171
2276.063,3.966501
2276.24,4.200878
2276.333,4.314992
2276.426,4.421339
2276.519,4.518786
2276.611,4.605382
2276.721,4.694803
2276.83,4.76693
2276.921,4.813737
2277.011,4.847474
2277.106,4.869124
2277.2,4.876177
2277.303,4.867398
2277.405,4.841821
2277.5,4.803206
2277.595,4.750811
2277.721,4.661172
2277.846,4.551285
2277.944,4.451979
2278.042,4.342428
2278.14,4.223936
2278.237,4.099194
2278.38,3.90466
2278.522,3.70282
2278.807,3.288396
2279.021,2.983871
2279.164,2.789527
2279.306,2.606628
2279.44,2.444874
2279.574,2.294738
2279.708,2.156873
2279.841,2.0324539
2279.975,1.91957
2280.108,1.8195969
2280.242,1.7305032
2280.375,1.6529263
2280.509,1.5848863
2280.642,1.5265221
2280.776,1.4760349
2280.909,1.4332715
2281.043,1.3966961
2281.176,1.3660201
2281.31,1.339999
2281.443,1.3183147
2281.639,1.2925752
2281.835,1.2727297
2282.031,1.2573867
2282.227,1.24544713
2282.423,1.23606108
2282.619,1.22858488
2283.011,1.21756391
2283.403,1.20987172
2283.795,1.20416594
2284.187,1.19972575
2284.579,1.19615
2285.363,1.19071128
2286.147,1.18675525
2286.931,1.18373845
2287.714,1.18135768
2288.498,1.17942163
2289.282,1.17781659
2290.85,1.17529623
2292.418,1.17337553
2293.985,1.1718154
2295.553,1.17049804
2297.12,1.16935779
2300.255,1.16743431
2302.963,1.16601807
2305.671,1.1647145
2311.086,1.16238889
2316.502,1.1602845
2321.917,1.15832376
2332.748,1.15470397
2343.578,1.15141938
2354.409,1.14835307
2365.24,1.14564189
2386.901,1.14025906
2441.625,1.13139747
2496.349,1.12773206
2532.832,1.12891836
2569.315,1.13306081
2605.798,1.14036088
2642.28,1.15104181
2678.763,1.16535493
2715.245,1.18358617
2733.487,1.19429101
2751.728,1.20617326
2769.969,1.21932057
2779.09,1.22643075
2788.21,1.2339744
2793.911,1.23896694
2799.611,1.24411372
2805.312,1.24958251
2811.012,1.25540727
2816.713,1.26172447
2819.563,1.26512834
2822.413,1.26876043
2825.264,1.27263327
2828.114,1.27689751
2830.964,1.28168505
2833.814,1.28719525
2835.596,1.29115111
2837.377,1.29562266
2839.159,1.30078746
2840.94,1.30693034
2842.722,1.31446042
2843.613,1.318922
2844.503,1.32397865
2845.394,1.32977952
2846.284,1.33649389
2847.175,1.34439057
2848.065,1.35380119
2848.778,1.36276854
2849.49,1.37336195
2850.203,1.38608443
2850.915,1.4015598
2851.628,1.4207863
2851.984,1.4322066
2852.34,1.4451527
2852.697,1.4599859
2853.053,1.4770367
2853.409,1.4968988
2853.765,1.5203447
2854.14,1.5501579
2854.327,1.5675635
2854.514,1.5870952
2854.701,1.6091997
2854.888,1.6344504
2855.075,1.66359
2855.262,1.697584
2855.449,1.7376809
2855.636,1.7854967
2855.823,1.8431062
2856.01,1.9131507
2856.104,1.9540763
2856.197,1.9989614
2856.291,2.049321
2856.384,2.1046819
2856.478,2.1669081
2856.571,2.2354005
2856.665,2.3124417
2856.758,2.3972574
2856.856,2.4969135
2856.954,2.6082752
2857.052,2.732606
2857.15,2.871255
2857.248,3.025652
2857.346,3.197299
2857.444,3.387764
2857.542,3.598666
2857.64,3.83166
2857.738,4.08842
2857.836,4.370612
2857.934,4.679874
2858.032,5.017786
2858.13,5.385836
2858.228,5.785388
2858.325,6.213064
2858.383,6.484505
2858.441,6.767922
2858.499,7.063451
2858.557,7.371196
2858.673,8.023536
2858.789,8.724931
2858.905,9.474617
2859.021,10.270996
2859.137,11.111566
2859.252,11.985107
2859.43,13.405701
2859.608,14.89084
2859.964,17.945305
2860.0,18.252747
2860.098,19.081506
2860.196,19.893275
2860.392,21.439776
2860.562,22.664447
2860.731,23.739915
2860.829,24.28668
2860.926,24.765711
2861.024,25.182142
2861.122,25.526533
2861.251,25.864237
2861.379,26.064118
2861.5,26.126031
2861.622,26.062405
2861.744,25.873278
2861.845,25.623843
2861.946,25.293164
2862.041,24.911191
2862.135,24.46916
2862.255,23.818755
2862.375,23.080667
2862.47,22.441098
2862.565,21.758733
2862.754,20.297064
2862.977,18.44816
2863.2,16.536595
2863.39,14.911301
2863.579,13.337611
2863.768,11.837973
2863.863,11.120034
2863.957,10.436523
2864.039,9.863585
2864.121,9.313423
2864.203,8.786792
2864.284,8.29021
2864.366,7.811741
2864.447,7.363184
2864.529,6.93342
2864.61,6.532729
2864.692,6.150867
2864.774,5.792441
2864.856,5.456856
2864.937,5.147105
2865.019,4.854772
2865.1,4.586163
2865.182,4.333762
2865.263,4.102812
2865.328,3.930064
2865.392,3.770408
2865.457,3.618374
2865.521,3.478169
2865.586,3.344936
2865.65,3.222313
2865.715,3.106002
2865.779,2.99914
2865.844,2.897943
2865.908,2.805105
2866.037,2.6368612
2866.166,2.4912942
2866.294,2.3664486
2866.423,2.2577928
2866.552,2.1640382
2866.681,2.0831066
2866.81,2.0131654
2866.939,1.9526119
2867.068,1.9000538
2867.197,1.854292
2867.325,1.8145903
2867.446,1.7815084
2867.566,1.7523503
2867.807,1.7027761
2868.048,1.6625803
2868.288,1.629527
2868.529,1.6016559
2868.769,1.5779939
2869.01,1.5574725
2869.25,1.5396253
2869.491,1.5238289
2869.731,1.5098569
2870.212,1.4860869
2870.693,1.4667116
2871.174,1.4506732
2871.862,1.4321057
2872.549,1.41742143
2873.237,1.40559351
2873.924,1.39597754
2874.474,1.38952624
2875.024,1.38397694
2876.124,1.37500935
2877.156,1.36856547
2878.187,1.36354051
2879.218,1.35960093
2880.249,1.35651304
2881.28,1.3541004
2882.311,1.35223289
2884.373,1.34975402
2886.435,1.34846206
2888.497,1.34799963
2890.559,1.34815833
2892.621,1.34878697
2896.196,1.3506921
2899.77,1.35334332
2903.345,1.35645092
2906.919,1.35992858
2910.494,1.36369297
2914.068,1.36768336
2921.217,1.37619273
2928.366,1.38530606
2935.515,1.39479147
2942.664,1.40465061
2949.812,1.41487914
2967.409,1.44141425
2989.406,1.47725254
3011.403,1.51637547
3033.4,1.55759866
3055.396,1.60276083
3077.393,1.64997618
3099.389,1.70144912
3143.382,1.81385484
3187.375,1.94361026
3209.372,2.01412001
3231.368,2.09069838
3253.365,2.17047059
3275.361,2.25691538
3319.354,2.4448528
3354.549,2.61422062
3389.743,2.80164655
3424.938,3.00917048
3460.132,3.23911874
3495.327,3.49406596
3512.924,3.6318555
3530.521,3.77728419
3548.118,3.93070368
3565.715,4.09263846
3583.312,4.26366424
3600.909,4.44440602
3625.106,4.71097447
3649.302,4.99811087
3673.498,5.30910213
3697.694,5.64818188
3721.89,6.01500838
3746.086,6.41704841
3770.282,6.8567171
3794.478,7.33702696
3814.825,7.78104222
3835.172,8.26488182
3855.519,8.79290666
3865.692,9.07213803
3875.865,9.37121787
3896.212,10.0074427
3916.559,10.71177632
3936.906,11.49803024
3947.079,11.92730819
3952.166,12.15085402
3957.252,12.3817756
3962.477,12.62774633
3965.089,12.75396759
3967.701,12.88253845
3970.313,13.01407798
3971.619,13.08111592
3972.925,13.14915798
3974.231,13.2184183
3975.537,13.289202
3976.843,13.3620496
3978.149,13.4379901
3978.905,13.4841706
3979.661,13.5331381
3980.039,13.5593609
3980.417,13.5874901
3980.795,13.6186484
3981.173,13.6547242
3981.551,13.6989651
3981.74,13.7256873
3981.929,13.7566484
3982.118,13.7929894
3982.307,13.83613
3982.496,13.887773
3982.685,13.949947
3982.874,14.025074
3983.063,14.1159003
