Co58,Co58
0.00036875,16242.0184943
0.000378125,16039.9645851
0.0003875,15845.2868763
0.000396875,15657.5606679
0.00040625,15476.3730598
0.000425,15132.1611445
0.00044375,14810.0221303
0.0004625,14507.6878172
0.00048125,14223.2183049
0.0005,13954.9177935
0.000515625,13742.6046846
0.00053125,13539.7420961
0.000546875,13345.6416181
0.0005625,13159.6987804
0.000578125,12981.3420731
0.00059375,12810.0831362
0.000609375,12645.4662596
0.000625,12487.0578133
0.000640625,12334.4863673
0.00065625,12187.4120315
0.000671875,12045.486776
0.0006875,11908.4440907
0.00071875,11647.8960508
0.00075,11403.8186317
0.00078125,11174.5481132
0.0008125,10958.6436853
0.00084375,10754.864948
0.000875,10562.1156812
0.0009057228,10382.4326249
0.0009364455,10211.675219
0.0009671683,10049.1272635
0.000997891,9894.15309824
0.001,9883.77824789
0.001007813,9845.62527662
0.001015625,9807.91915537
0.00103125,9733.79322292
0.0010625,9590.48249823
0.00109375,9453.36315379
0.001125,9322.00393959
0.00115625,9196.01094561
0.0011875,9075.03034184
0.00121875,8958.73707825
0.00125,8846.83770483
0.00128125,8739.06008158
0.0013125,8635.16049848
0.00134375,8534.90930551
0.001375,8438.09896268
0.0014375,8254.04543738
0.0015,8081.62981252
0.0015625,7919.67572804
0.001625,7767.16571389
0.0016875,7623.21787005
0.00175,7487.05925648
0.0018125,7358.01244316
0.001875,7235.47941005
0.0019375,7118.92973715
0.002,7007.89251442
0.002082032,6869.82071109
0.002164063,6739.68421801
0.002246094,6616.75150515
0.002328125,6500.38031249
0.002410157,6390.00675002
0.002492188,6285.13440771
0.002574219,6185.32114554
0.00265625,6090.17331351
0.00275,5986.69343133
0.00284375,5888.3787793
0.0029375,5794.8135874
0.00303125,5705.62864561
0.003125,5620.49078394
0.00321875,5539.10383236
0.0033125,5461.20114087
0.00340625,5386.53962946
0.0035,5314.90236813
0.00359375,5246.08853686
0.0036875,5179.91923566
0.00378125,5116.22861452
0.003875,5054.86629344
0.00396875,4995.69300241
0.0040625,4938.58261142
0.00425,4830.08998958
0.0044375,4728.55541789
0.004625,4633.26517634
0.0048125,4543.60707492
0.005,4459.0443536
0.00515625,4392.13357257
0.0053125,4328.1983716
0.00546875,4267.02817069
0.005625,4208.42653983
0.00578125,4152.22021901
0.0059375,4098.24954824
0.00609375,4046.37183751
0.00625,3996.45310681
0.00640625,3948.37590615
0.0065625,3902.02711552
0.00671875,3857.30752492
0.006875,3814.12406435
0.0071875,3732.02555328
0.0075,3655.12058229
0.0078125,3582.88507139
0.008125,3514.86339056
0.0084375,3450.66330978
0.00875,3389.93913907
0.0090625,3332.3894284
0.009375,3277.74492777
0.0096875,3225.77065719
0.01,3176.25624664
0.0103125,3129.01269613
0.010625,3083.87193565
0.0109375,3040.68292519
0.01125,2999.30946476
0.0115625,2959.62694435
0.011875,2921.52370397
0.0121875,2884.8973936
0.0125,2849.65607325
0.0128125,2815.71472292
0.013125,2782.99502261
0.0134375,2751.42558231
0.01375,2720.94200202
0.014375,2662.99109148
0.015,2608.71121099
0.015625,2557.73096054
0.01625,2509.73133012
0.016875,2464.43314974
0.0175,2421.59282938
0.018125,2380.99428904
0.01875,2342.45050873
0.019375,2305.79198844
0.02,2270.86985817
0.0206625,2235.6012579
0.021325,2201.99171764
0.0219875,2169.9165974
0.02265,2139.26067718
0.0233125,2109.92484696
0.023975,2081.81539676
0.0246375,2054.85055657
0.0253,2028.95452639
0.02645782,1986.0617961
0.02761563,1945.90721583
0.02877344,1908.21290558
0.02993125,1872.73972536
0.03108907,1839.27889514
0.03224688,1807.64977495
0.03340469,1777.69245477
0.0345625,1749.2656746
0.03543086,1728.87404448
0.03629922,1709.22479436
0.03716758,1690.27315425
0.03803594,1671.98041415
0.03977266,1637.22015395
0.04150938,1604.67537378
0.0432461,1574.11726361
0.04498282,1545.34776346
0.04671954,1518.19877332
0.04845625,1492.52458319
0.05,1470.83868308
0.0515625,1449.89472298
0.053125,1429.88873288
0.0546875,1410.75445279
0.05625,1392.43222271
0.0578125,1374.86717262
0.059375,1358.00843255
0.0609375,1341.81028247
0.0625,1326.2303924
0.0640625,1311.23169234
0.065625,1296.77738228
0.0671875,1282.83686222
0.06875,1269.38065216
0.071875,1243.81050205
0.075,1219.87432195
0.0775,1201.78940188
0.08,1184.56992181
0.08375,1160.22156172
0.0875,1137.47778163
0.090625,1119.62745156
0.09375,1102.6909315
0.096875,1086.59435144
0.1,1071.27281139
0.103125,1056.66851134
0.10625,1042.72979129
0.109375,1029.40968124
0.1125,1016.6650912
0.115625,1004.45566116
0.11875,992.743411119
0.121875,981.493301083
0.125,970.673121048
0.128125,960.254291015
0.13125,950.211750984
0.1375,931.173130925
0.140625,922.142090897
0.14375,913.415770871
0.15,896.817440822
0.15625,881.259520777
0.1625,866.631860735
0.16875,852.844200697
0.175,839.825780661
0.18125,827.515990627
0.1875,815.855970596
0.19375,804.790750567
0.2,794.27258054
0.2045352,786.960510521
0.2090704,779.902610503
0.2181407,766.496390469
0.227211,753.943110438
0.2362813,742.138320409
0.2453516,731.000530383
0.2544219,720.473610358
0.2634922,710.519350335
0.2725625,701.106680314
0.275,698.665000308
0.284375,689.598900288
0.29375,681.008160269
0.303125,672.843730251
0.3125,665.068520234
0.321875,657.658620219
0.33125,650.597680204
0.340625,643.86912019
0.35,637.450750176
0.359375,631.317330164
0.36875,625.444490152
0.378125,619.81130014
0.3875,614.398820129
0.40625,604.170960109
0.425,594.657590091
0.44375,585.797020074
0.453125,581.602040066
0.4625,577.562570059
0.5,562.851000031
0.54675,546.991590002
0.5935,533.287949978
0.5957032,532.692389977
0.6030274,530.744539973
0.6103516,528.84505997
0.625,525.182159963
0.65625,517.88587995
0.6875,511.190689939
0.71875,505.052929928
0.75,499.461379918
0.8125,489.626329901
0.875,481.346829886
0.9375,474.379179873
1.0,468.404599861
1.0625,463.299599852
1.125,459.026859843
1.25,452.629429828
1.375,448.375669815
1.5,446.056229805
1.6205,445.220099797
1.625,445.215289796
1.640625,445.213999795
1.65625,445.237259794
1.703125,445.442669791
1.75,445.835769789
1.875,447.586619782
2.0,450.310909777
2.134,454.278429771
2.288,460.302059766
2.442,467.594059761
2.596,476.110179757
2.673,480.846999755
2.75,485.988779754
2.9375,499.74366975
3.125,515.238989746
3.3125,532.875269743
3.5,552.64322974
3.6875,574.488659738
3.875,599.014429736
4.0625,626.121649734
4.15625,640.671969733
4.25,656.140519732
4.4375,689.56642973
4.625,726.394989729
4.71875,746.409019728
4.8125,767.646229727
5.0,813.327059726
5.091063,837.334979725
5.182125,862.905269725
5.36425,918.060459724
5.455313,947.982509723
5.546375,979.691779723
5.637438,1013.28392972
5.7285,1048.98952972
5.844038,1097.47602972
5.959575,1149.89165972
6.075113,1206.41399972
6.19065,1267.72135972
6.306188,1334.45497972
6.421725,1406.98506972
6.537263,1486.04961972
6.6528,1572.66072972
6.7555,1656.65667972
6.8582,1748.06413972
6.9609,1847.74860972
7.0636,1956.39837972
7.1663,2075.47285972
7.269,2206.44443972
7.3717,2350.76941971
7.4744,2510.37092971
7.564263,2663.99810971
7.654125,2832.41073971
7.743988,3018.19083971
7.83385,3223.34362971
7.923713,3450.33576971
7.968644,3573.01126971
8.013575,3702.39476971
8.058507,3839.00916971
8.103438,3983.43756971
8.148369,4136.30306971
8.1933,4298.23786971
8.257488,4546.69966971
8.321675,4817.48606971
8.385863,5113.41326971
8.45005,5437.65116971
8.514238,5793.69256971
8.578425,6185.23446971
8.642613,6616.84436971
8.7068,7094.54666971
8.738894,7352.86686971
8.770988,7625.39666971
8.803082,7913.12166971
8.835175,8217.09886971
8.867269,8538.51866971
8.899363,8878.65606971
8.931457,9238.91456971
8.96355,9620.81076971
8.995644,10026.0231697
9.027738,10456.3354697
9.059832,10913.7098697
9.091925,11400.2891697
9.124019,11918.4987697
9.156113,12470.9870697
9.188207,13060.6861697
9.2203,13690.7681697
9.258813,14505.1002697
9.297325,15389.0837697
9.335838,16349.9926697
9.37435,17395.8478697
9.412863,18535.6540697
9.451375,19779.1911697
9.489888,21137.2275697
9.5284,22621.2766697
9.563704,24102.9871697
9.599007,25711.0089697
9.63431,27455.7024697
9.669613,29347.4407697
9.704916,31396.2443697
9.740219,33611.1929697
9.775522,35999.5759697
9.810825,38565.9227697
9.85,41622.2537697
9.8875,44746.2927697
9.925,48047.3887697
9.9625,51496.4477697
10.0,55049.7817697
10.0875,63376.1797697
10.13125,67285.5697697
10.175,70796.6507697
10.19688,72345.0137697
10.21875,73723.9727697
10.24063,74913.6597697
10.2625,75893.9417697
10.28438,76649.5267697
10.30625,77166.9127697
10.32813,77437.6357697
10.35,77456.7417697
10.37247,77214.1497697
10.39494,76710.2627697
10.41741,75954.2437697
10.43987,74960.0727697
10.46234,73744.1757697
10.4848,72328.0357697
10.50727,70733.1817697
10.52973,68985.4057697
10.57466,65128.6757697
10.61959,60955.3897697
10.70945,52345.2917697
10.74797,48755.8947697
10.78648,45312.3357697
10.82499,42049.2577697
10.8635,38988.0879697
10.90202,36138.0967697
10.94053,33501.8985697
10.97904,31073.5407697
11.01755,28843.6375697
11.05286,26963.3288697
11.08816,25230.2728697
11.12347,23633.0454697
11.15877,22162.2114697
11.19408,20806.8921697
11.22938,19558.3028697
11.26468,18407.0628697
11.29998,17344.7963697
11.32405,16667.4894697
11.34812,16025.6458697
11.37219,15417.1088697
11.39626,14839.8627697
11.4444,13771.7936697
11.49254,12807.7337697
11.54068,11935.6392697
11.58882,11144.8859697
11.63696,10426.1455697
11.6851,9771.33766971
11.72362,9288.71186971
11.76213,8839.51036971
11.80064,8420.77686971
11.83915,8029.95126971
11.87767,7664.63046971
11.91618,7322.91956971
11.95469,7002.84396971
11.9932,6702.69966971
11.99375,6698.54966971
11.99496,6689.43296971
11.99616,6680.40866971
11.99856,6662.41436971
12.00337,6626.56326971
12.01298,6555.77136971
12.0322,6417.45686971
12.07064,6153.30116971
12.10909,5904.63356971
12.14753,5670.39216971
12.18598,5449.38646971
12.22442,5240.76626971
12.26286,5043.60326971
12.3013,4857.10546971
12.37191,4539.94196971
12.44252,4252.35186971
12.51313,3990.77531971
12.58373,3752.12408971
12.65434,3533.78838971
12.72494,3333.71804971
12.79555,3149.95044971
12.86615,2980.82637971
12.91886,2863.19035971
12.97156,2752.34227971
13.02426,2647.77211971
13.07696,2549.0305697
13.12967,2455.6797397
13.18237,2367.3494497
13.23507,2283.6438497
13.28777,2204.2261597
13.39318,2057.0925297
13.49858,1923.9979197
13.60398,1803.2285097
13.70938,1693.3879597
13.82864,1580.8707097
13.94789,1479.2542997
14.06714,1387.0214097
14.18639,1303.0535597
14.30565,1226.4461297
14.4249,1156.4429997
14.54415,1092.2760797
14.6634,1033.2669897
14.79178,974.893099703
14.92015,921.350749703
15.04853,872.159829703
15.1769,826.835589703
15.30528,784.988929703
15.43365,746.233689703
15.56203,710.236339703
15.6904,676.801499703
15.85729,636.779249703
16.02418,600.151349703
16.19107,566.655099702
16.35795,536.017619702
16.52484,507.698909702
16.69173,481.568539702
16.85862,457.465965702
17.0255,435.148953702
17.13993,420.799765702
17.25435,407.159781702
17.48319,381.814440702
17.59762,370.044738702
17.71204,358.820095702
17.94088,337.862635701
18.05531,328.099800701
18.16973,318.770512701
18.39857,301.231407701
18.62741,285.064453701
18.85625,270.249705701
18.99922,261.606137701
19.14219,253.377141701
19.42813,238.048149701
19.5711,230.898330701
19.71407,224.074740701
20.0,211.345293701
20.16713,204.4352887
20.33425,197.8709507
20.6685,185.6784287
21.00275,174.5827877
21.16988,169.4239337
21.337,164.5091147
21.67125,155.3103937
22.0055,146.9067107
22.33975,139.1842447
22.674,132.082788699
22.93075,127.036579699
23.1875,122.258932699
23.44425,117.755931699
23.701,113.513826699
23.95775,109.516143699
24.2145,105.745595699
24.47125,102.174249699
24.728,98.7871666989
25.0745,94.5061806988
25.421,90.5254936987
25.7675,86.7967726986
26.114,83.3264076985
26.4605,80.0364066984
26.807,76.9764506983
27.1535,74.1083356982
27.5,71.4041456982
27.84025,68.9097956981
28.1805,66.560491698
28.52075,64.3324084979
28.861,62.2211711979
29.20125,60.2308805978
29.5415,58.3362463977
29.88175,56.5408615977
30.222,54.8413875976
30.56225,53.2232460975
30.9025,51.6786426975
31.24275,50.2166651974
31.583,48.8336065974
31.92325,47.4919528973
32.2635,46.2206482973
32.60375,45.0072249972
32.77388,44.4207102972
32.944,43.8471250971
33.0725,43.4264026971
33.201,43.0165919971
33.458,42.2182352971
33.972,40.694897197
34.486,39.2661901969
35.0,37.9243901968
35.70313,36.2173002967
36.40625,34.6431114967
37.10938,33.1892616966
37.8125,31.8426248965
38.51563,30.5935210964
39.21875,29.4318741963
39.92188,28.3576093962
40.625,27.3451065962
41.5625,26.1000204961
42.5,24.958815396
43.4375,23.9099653959
44.375,22.9435322958
45.3125,22.0508530957
46.25,21.2244200957
47.1875,20.4576309956
48.125,19.7447089955
49.0625,19.0805758955
50.0,18.4604397954
51.07422,17.7997493953
52.14844,17.1862939953
53.22266,16.6158336952
54.29688,16.0848512951
55.3711,15.5884798951
56.44532,15.124679495
57.51954,14.6901500949
58.59375,14.2820727949
59.57032,13.9343393948
60.54688,13.6049618948
61.52344,13.2921004948
62.5,12.9923989947
64.0625,12.5473079946
65.625,12.1363828946
67.1875,11.7560237945
68.75,11.4030987945
70.3125,11.0748756944
71.875,10.7689555944
73.4375,10.4832314943
75.0,10.2158402943
76.5625,9.9651362942
78.125,9.7296546942
79.6875,9.5080915941
81.25,9.2992834941
82.8125,9.102184994
84.375,8.915860794
85.9375,8.739469094
87.5,8.5722463939
89.0625,8.4135061939
90.625,8.2626255939
92.1875,8.1190364938
93.75,7.9822270938
95.3125,7.8517248938
96.875,7.7271028937
98.4375,7.6079668937
100.0,7.4939601937
101.5625,7.3847509937
103.125,7.2801880936
106.25,7.0832832936
109.375,6.9011044935
112.5,6.7321271935
115.625,6.5748891935
118.75,6.4281270934
121.875,6.2907476934
125.0,6.1617947934
128.125,6.0404319933
131.25,5.9259242933
134.375,5.8176219933
137.5,5.7149502932
140.625,5.6173977932
143.75,5.5245076932
146.875,5.4358723932
150.0,5.3511251931
153.125,5.2699360931
156.25,5.1920059931
159.375,5.1170647931
162.5,5.044866093
165.625,4.975185393
168.75,4.907818193
171.875,4.842575493
175.0,4.779325993
181.25,4.6580067929
187.5,4.5426708929
193.75,4.4323717929
200.0,4.3262123928
205.3348,4.2383680928
210.6696,4.1524392928
216.0044,4.0680934928
221.3392,3.9850010928
226.674,3.9026737927
232.0088,3.8208302927
234.6762,3.7799770927
237.3436,3.7391053927
240.011,3.6981853927
242.6784,3.6571985927
245.5883,3.6123220927
248.4982,3.5673018927
251.4081,3.5220472927
254.3179,3.4765735927
257.2278,3.4308592927
260.1377,3.3849407927
263.0476,3.3388569926
264.5025,3.3157857926
265.9574,3.2927142926
268.1399,3.2581572926
270.3223,3.2237618926
272.5047,3.1896666926
273.5959,3.1727753926
274.6871,3.1560638926
275.7783,3.1395094926
276.8695,3.1232150926
277.9607,3.1071766926
279.0519,3.0914725926
280.1431,3.0761026926
281.2343,3.0612679926
282.3255,3.0470052926
283.4167,3.0334177926
284.7504,3.0179116926
286.0841,3.0038748926
287.4178,2.9916496926
288.7515,2.9816493926
290.0852,2.9743904926
291.4189,2.9705148926
292.0858,2.9700898926
292.7526,2.9708272926
293.4195,2.9728612926
294.0863,2.9763402926
295.1169,2.9849656926
296.1475,2.9981937926
297.1781,3.0169196926
298.2087,3.0422399926
299.2393,3.0754483926
299.7546,3.0953683926
300.2699,3.1178454926
300.7852,3.1433504926
301.3005,3.1721545926
301.8158,3.2045325926
302.331,3.2408525926
302.8766,3.2841063926
303.4222,3.3328670926
303.9678,3.3878138926
304.5134,3.4497185926
305.059,3.5194723926
305.6046,3.5981050926
306.1502,3.6868078925
306.6958,3.7869665926
307.3021,3.9136837925
307.9083,4.0591569925
308.5146,4.2265870925
309.1208,4.4197282925
309.424,4.5273953925
309.7271,4.6432654925
310.0302,4.7680915925
310.3333,4.9026406925
310.6364,5.0477506925
310.9395,5.2044117925
311.2426,5.3738548925
311.5457,5.5575009925
311.8792,5.7777897925
312.2126,6.0191665925
312.546,6.2840823925
312.8794,6.5753171925
313.2129,6.8962059925
313.5463,7.2503036925
313.8797,7.6420474925
314.0464,7.8535858925
314.2131,8.0764932925
314.3723,8.3006897925
314.5314,8.5365242925
314.6906,8.7850736925
314.8497,9.0468661925
315.0089,9.3231456925
315.168,9.6145510925
315.3271,9.9223205925
315.4862,10.2476120925
315.6454,10.5919054925
315.8045,10.9561319925
315.9636,11.3419894925
316.1227,11.7511088925
316.2819,12.1855693925
316.441,12.6468188925
316.6001,13.1373273925
316.7592,13.6595407925
316.926,14.2440131925
317.0927,14.8693375925
317.2594,15.5396369925
317.4261,16.2590883925
317.5928,17.0323737925
317.7595,17.8647021925
317.9262,18.7619295925
318.0929,19.7306689925
318.2597,20.7790343925
318.4264,21.9142077925
318.5931,23.1464171925
318.7598,24.4865815925
318.9265,25.9472169925
319.0932,27.5426523925
319.2599,29.2893987925
319.4266,31.2065471925
319.51,32.2364263925
319.5933,33.3162155925
319.6767,34.4518547925
319.76,35.6442339925
319.8434,36.9001331925
319.9267,38.2207923925
320.0101,39.6140015925
320.0934,41.0814507925
320.1768,42.6320999925
320.2601,44.2681891925
320.3435,46.0001583925
320.4268,47.8309675925
320.5102,49.7727767925
320.5935,51.8294759925
320.6769,54.0153851925
320.7602,56.3355842925
320.8891,60.2224930925
320.9535,62.3121924925
321.0179,64.5091318925
321.0824,66.8243012925
321.1468,69.2584205925
321.2112,71.8235899925
321.2756,74.5291993925
321.3401,77.3899787925
321.4045,80.4081881925
321.4689,83.6002774925
321.5333,86.9795168925
321.5977,90.5604262925
321.6621,94.3588956925
321.7265,98.3923650925
321.7909,102.679984393
321.8743,108.644853592
321.9576,115.114382792
322.041,122.161911992
322.1243,129.836011192
322.2077,138.229600393
322.291,147.407029593
322.3743,157.473808792
322.4576,168.538737992
322.541,180.740327192
322.6244,194.205456392
322.6661,201.460085993
322.7078,209.090765592
322.7495,217.120045192
322.7911,225.550614793
322.8328,234.447814392
322.8745,243.817713992
322.9162,253.687513593
322.9578,264.059613193
322.9995,275.013112793
323.0412,286.553412393
323.0829,298.711211993
323.1245,311.486411592
323.1662,324.971611192
323.2079,339.168510793
323.2496,354.108310393
323.2913,369.821909992
323.333,386.338509593
323.3747,403.686609192
323.4164,421.892108793
323.458,440.931608393
323.4997,460.916807993
323.5414,481.819307593
323.5831,503.650807192
323.6247,526.362006792
323.7081,574.690705992
323.7914,626.603105192
323.8699,678.657904392
323.9484,733.435703693
324.0269,790.485702893
324.1053,849.135302193
324.2622,968.416000693
324.3407,1027.15619989
324.4191,1083.75609909
324.4918,1133.37869849
324.5644,1179.21519779
324.637,1220.41139709
324.7096,1256.09679639
324.7822,1285.49059569
324.8548,1307.93499499
324.9274,1322.92399429
325.0,1330.12649359
325.0529,1330.38199309
325.0959,1327.49109259
325.1388,1321.87129219
325.2246,1302.67889139
325.3104,1273.50539059
325.3962,1235.36118979
325.482,1189.49878889
325.5678,1137.33718809
325.6536,1080.38128729
325.7394,1020.14328639
325.9836,843.027584092
326.1057,757.467582892
326.1668,716.498782292
326.2278,677.105881792
326.2863,640.882581193
326.3447,606.335080592
326.4032,573.404580093
326.4616,542.233579492
326.5201,512.719378893
326.5785,484.944778392
326.637,458.778877792
326.6954,434.260877293
326.7433,415.304576793
326.7911,397.383776292
326.839,380.383475892
326.8868,364.332475392
326.9347,349.120874993
326.9825,334.768974492
327.0303,321.201073993
327.0781,308.375173593
327.126,296.224973093
327.1738,284.761172692
327.2217,273.897072192
327.2695,263.641071693
327.3174,253.914871292
327.3652,244.725370793
327.413,236.020170393
327.4608,227.769349892
327.5193,218.249009293
327.5778,209.319088792
327.6363,200.935278192
327.6947,193.069727593
327.7532,185.657807093
327.8116,178.690526492
327.8701,172.112205992
327.9285,165.916245393
327.987,160.054754793
328.0455,154.514064292
328.104,149.271653693
328.1624,144.315043092
328.2793,135.150141992
328.3962,126.885210892
328.5132,119.400529792
328.6301,112.612198592
328.747,106.431047492
328.8639,100.786456392
328.9809,95.6134352925
329.0978,90.8683440925
329.2147,86.5010829925
329.3316,82.4720418925
329.4433,78.9063407925
329.5549,75.5942296925
329.6665,72.5090186925
329.7781,69.6300575925
329.8897,66.9389564925
330.0013,64.4194154925
330.1129,62.0568743925
330.2245,59.8383332925
330.3362,57.7502821925
330.4478,55.7860011925
330.5594,53.9340900925
330.671,52.1860189925
330.7826,50.5340278925
330.8942,48.9710768925
331.0058,47.4907657925
331.1174,46.0872646925
331.2344,44.6924935925
331.3513,43.3717924925
331.5851,40.9289001925
331.819,38.7206779925
332.0528,36.7189956925
332.2867,34.8967834925
332.5205,33.2340611925
332.7544,31.7110359925
332.9882,30.3132596925
333.1371,29.4816892925
333.2859,28.6925348925
333.5835,27.2287129925
333.8811,25.9014180925
334.1787,24.6938092925
334.4764,23.5909443925
334.774,22.5809324925
335.0716,21.6526886925
335.3692,20.7972957925
335.6031,20.1711695925
335.8369,19.5823852925
336.0708,19.0274950925
336.3046,18.5043227925
336.5385,18.0099815925
336.7723,17.5427212925
337.0062,17.1001360925
337.24,16.6808087925
337.4739,16.2827385925
337.7077,15.9047602925
338.1754,15.2030927925
338.6431,14.5662072925
339.1108,13.9860347925
339.5785,13.4557392925
340.0462,12.9695147925
340.5139,12.5223672925
340.9816,12.1100177925
341.4493,11.7287662925
341.917,11.3754017925
342.3847,11.0471492925
342.8524,10.7416807925
343.2776,10.4820866925
343.7028,10.2381615925
344.128,10.0082465925
344.5532,9.7910454925
344.9784,9.5856863925
345.4036,9.3913852925
345.8288,9.2073451925
346.2539,9.0328520925
346.6791,8.8671319925
347.1043,8.7096018925
347.5295,8.5596878925
347.9546,8.4169027925
348.805,8.1506905925
349.6553,7.9076753925
350.5908,7.6637131925
351.5262,7.4412356925
352.4616,7.2375533925
353.397,7.0504166925
354.3324,6.8779090925
355.2678,6.7183932925
356.2032,6.5704602925
357.1386,6.4328929925
357.904,6.3272944925
358.6693,6.2274353925
359.4346,6.1329772925
360.1999,6.0437131925
360.9653,5.9585689925
361.7306,5.8774023925
362.4959,5.8000247925
363.2612,5.7262761925
364.7919,5.5884328925
366.3225,5.4621484925
367.8532,5.3459496925
369.3838,5.2386260925
370.4043,5.1714867925
371.4247,5.1075530925
372.4452,5.0465597925
373.4656,4.9883166925
375.5065,4.8792984924
377.5474,4.7790712924
379.5883,4.6865329924
381.6292,4.6006901924
383.6701,4.5212946924
385.7109,4.4464053924
387.5817,4.3822083924
389.4525,4.3213044924
391.3233,4.2633603924
393.1941,4.2086388924
395.0649,4.1564915924
396.9357,4.1065041924
398.8065,4.0589157924
400.6773,4.0133983924
404.4189,3.9274650924
408.1605,3.8480429924
411.9021,3.7741016924
415.6437,3.7048192924
419.0452,3.6458621924
422.4467,3.5899904924
425.8482,3.5367788924
429.2496,3.4855940924
432.9913,3.4329108924
436.7329,3.3825577924
440.4745,3.3343368924
444.2161,3.2890521924
451.6993,3.2046482924
455.4409,3.1658806924
459.1825,3.1294326924
462.9242,3.0947600924
466.6658,3.0624724924
474.149,3.0053778924
477.8906,2.9803205924
481.6322,2.9587056924
485.3738,2.9396796923
489.1154,2.9235137923
494.5577,2.9071306923
500.0,2.8995080923
504.5288,2.9009355923
509.0575,2.9105965923
513.5863,2.9297381923
518.115,2.9599135923
522.6438,3.0030115923
527.1725,3.0613263923
531.7013,3.1373161923
533.9657,3.1829396923
536.23,3.2347070923
538.4944,3.2928874923
540.7588,3.3581030923
543.0232,3.4310497923
545.2875,3.5125044923
548.4011,3.6401834923
551.5146,3.7880253923
554.6281,3.9593514923
556.1849,4.0549813923
557.7416,4.1580641923
559.2984,4.2686670923
560.8552,4.3878398923
562.412,4.5165009923
563.9687,4.6546904923
565.5255,4.8035420923
567.0822,4.9645054923
568.639,5.1377878923
570.1957,5.3244681923
572.0355,5.5649596923
573.8753,5.8285682923
575.7151,6.1151516923
577.5549,6.4324242923
579.3947,6.7815784923
581.2345,7.1662427923
583.0743,7.5906990923
584.9141,8.0598633923
586.4709,8.4959613923
588.0277,8.9720454923
589.5845,9.4925754923
591.1412,10.0625885923
592.698,10.6879475923
594.2547,11.3752115923
595.8115,12.1320945923
597.3682,12.9672925923
598.925,13.8911166923
599.7034,14.3898711923
600.4817,14.9152906923
601.2601,15.4693001923
602.0385,16.0537736923
602.8169,16.6708221923
